WAV(Microns),K(Extinction Coefficient),N(Refractive Index),
109.65,0.1154453125,2.0303515625,
111.34,0.1120125,2.0258625,
113.07,0.1084984375,2.0212671875,
114.82,0.105534328358,2.01691343284,
116.59,0.103949253731,2.01321492537,
118.39,0.102337313433,2.00945373134,
120.23,0.100689552239,2.00560895522,
122.09,0.099624137931,2.00309793103,
123.97,0.098975862069,2.00154206897,
125.89,0.0983137931034,1.99995310345,
127.84,0.0976413793103,1.99833931034,
129.82,0.0969586206897,1.99670068966,
131.83,0.0962655172414,1.99503724138,
133.87,0.0955620689655,1.99334896552,
135.94,0.0949443037975,1.99188860759,
138.04,0.0946784810127,1.99135696203,
140.17,0.0944088607595,1.99081772152,
142.34,0.0941341772152,1.99026835443,
144.54,0.0936705202312,1.99,
146.78,0.0930231213873,1.99,
149.05,0.0923670520231,1.99,
151.36,0.0916994219653,1.99,
153.7,0.0910231213873,1.99,
156.07,0.090338150289,1.99,
158.49,0.0896387283237,1.99,
160.94,0.0889489361702,1.99,
163.43,0.0884191489362,1.99,
165.96,0.0878808510638,1.99,
168.53,0.0873340425532,1.99,
171.13,0.0866985365854,1.99,
173.78,0.0859229268293,1.99,
176.47,0.0851356097561,1.99,
179.2,0.0843365853659,1.99,
181.97,0.0835258536585,1.99,
184.79,0.0827004878049,1.99,
187.64,0.0818663414634,1.99,
190.55,0.0810146341463,1.99,
193.49,0.0803689956332,1.99012620087,
196.49,0.0797139737991,1.99025720524,
199.53,0.0790502183406,1.99038995633,
202.61,0.0783777292576,1.99052445415,
205.75,0.077692139738,1.99066157205,
208.93,0.0769978165939,1.99080043668,
212.16,0.0762925764192,1.99094148472,
215.44,0.0755488372093,1.9912255814,
218.78,0.0747720930233,1.99161395349,
222.16,0.0739860465116,1.99200697674,
225.6,0.0731860465116,1.99240697674,
229.09,0.0723744186047,1.9928127907,
232.63,0.0715511627907,1.9932244186,
236.23,0.0707139534884,1.99364302326,
239.88,0.0698590277778,1.99404027778,
243.59,0.0689572916667,1.99429791667,
247.36,0.0680409722222,1.99455972222,
251.19,0.0671100694444,1.99482569444,
