WAV(Microns),K(Extinction Coefficient),N(Refractive Index),
1.2784,0.0234741073121,0.890190925635,
1.2982,0.0236138180045,0.88506689703,
1.3183,0.0237698895053,0.879794743514,
1.3386,0.0239215958288,0.874325276094,
1.3594,0.0240865562091,0.868670133076,
1.3804,0.0242561641305,0.862870252534,
1.4017,0.0244265396141,0.856929777703,
1.4234,0.0246050393672,0.850713941442,
1.4454,0.0247925422212,0.844342954553,
1.4678,0.0249895792861,0.837712390212,
1.4905,0.0251962043745,0.830946447189,
1.5136,0.0254129201624,0.823950646161,
1.537,0.0256155679022,0.817643865173,
1.5608,0.0258269290831,0.81116000606,
1.5849,0.0260340861316,0.80447887598,
1.6094,0.026258090959,0.797652555823,
1.6343,0.0264920785327,0.790537469823,
1.6596,0.0267453266829,0.783226012919,
1.6853,0.0270072026907,0.775600209304,
1.7113,0.0272920041989,0.76762887464,
1.7378,0.0275941483757,0.759275023803,
1.7647,0.0279245788016,0.750636607245,
1.792,0.0282738017164,0.741616949935,
1.8197,0.0286499353595,0.732305731178,
1.8478,0.0290543249768,0.722563237054,
1.8764,0.0294908946344,0.712397697665,
1.9055,0.0299604276515,0.701666002183,
1.9349,0.0304705855845,0.690357526868,
1.9649,0.0310164178509,0.678762914591,
1.9953,0.0315901624997,0.666906160882,
2.0261,0.0321892184525,0.654958082947,
2.0575,0.0328190555325,0.643024337308,
2.0893,0.0334962269549,0.630545019344,
2.1216,0.0342337517523,0.617341216633,
2.1544,0.035049954811,0.603365207718,
2.1878,0.0359625897738,0.588536154418,
2.2216,0.0369821733629,0.572904882803,
2.256,0.0381253655769,0.556139268192,
2.2909,0.0394488194274,0.537912988331,
2.3263,0.0409675497016,0.518335733887,
2.3623,0.0427286937309,0.497239958164,
2.3988,0.0447527614703,0.474944896822,
2.4359,0.047037471262,0.452123754265,
2.4736,0.0498521768345,0.426774947453,
2.5119,0.053409282432,0.398540936201,
2.5507,0.0578994432219,0.3678773087,
2.5902,0.0639907912842,0.333040562375,
